"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD","170216241.126064","185849535.376162","194949512.626218","175757893.938598","194774513.063717","213235294.117647","228705882.352941","250176470.588235","229750000","249300000","267800000","282050000","285380952.380952","307047619.047619","433954545.454545","494791666.666667","454440000","449880000","507080000","530440000","603200000","570357107.142857","482000000","489333333.333333","437631605.263158","453488372.093023","504651139.534884","354591846.938775","413799990","379779389.705882","396582263.291139","348533094.812165","373573141.486811","454101382.488479","540874934.201012","621626785.915493","705406001.424501","749138009.56454","717530683.169567","694754988.258295","712667896.727512","712167450.162898","726131434.715338","743063950.317749","787814379.183843","824880550.343965","2379817990.6918","2730971595.39574","3025187433.33637","3165663152.73351","3432912516.92427","3691384317.52178","4063088535.76331","4167800928.83553","4127660151.8087","4279840193.7046","4482697336.56174","4748174334.14044","4787636997.85343","5173760191.84652","5471256594.72422","8041362110.31175","14718388489.2086","16918503597.1223","24662709832.1343","",
"High income","HIC","GDP (current US$)","NY.GDP.MKTP.CD","1093432780325.21","1166232450158.12","1261142948234.92","1356475376143.07","1482593892873.19","1611497243980.64","1763379068928.37","1883767863914.37","2043305595056.53","2252164756856.39","2472351752906.21","2746785744349.68","3190539759998.6","3870418015726.99","4377486307751.17","4884197559212.61","5319434063684.19","6022080072395.29","7229254173813.56","8355728642468.63","9328366481069.83","9469804750495.83","9376036390679.13","9686285915250.15","10098746534234","10596810326464.4","12871282221512.2","14923330650922.7","16796441297838.6","17494368252472","19592605087712.9","20676762469983.8","22141754501799.4","22299634718529.3","23852769860430.3","26474870169753.2","26689298657110.5","26256013657064.4","26213249677353.1","27456861030445.7","28095358385203.2","27871346372991.9","29087762156088.1","32653648831585.9","36479616795556.8","38739967108318.8","41125462538928.4","45259229716492.9","48511546178932.7","45121580672151.6","47537047603466","51761995686417.4","51943717152963.8","52667085148262.9","53550117992137.3","49977567874625.5","50927970256186.1","53524059312874.9","56920619917132.1","57456170925405.3","55889737341875.4","62745314846357.3","65081334214971.5","68449582732271.4","71321142708251.1","",
"Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD","1320796651.69457","1383681651.13776","1612346412.26475","1935298266.45384","2206466461.26434","2435078534.03141","2489845016.64894","2692474989.12571","2716964388.42418","3189740055.13982","3800766535.62088","4476001946.01486","5710090213.15035","8030117555.62033","9388695366.84578","10048089558.0636","12876366008.8077","15719433719.4337","18315136409.1427","22526184533.17","28861857810.6515","31055226088.6943","32291215843.6433","29907227184.179","33511383985.6741","35699772165.7093","41075396884.8952","50622896162.6006","59707404560.5944","68790219177.9733","76928784620.8158","88959997899.9293","104272507639.282","120354212475","135811771026.33","144652295363.667","159718183550.734","177353174849.714","168885443660.072","165768095391.557","171668891194.349","169404327616.605","166348866131.028","161385558801.811","169099768875.193","181569311742.213","193535442896.365","211596944503.8","219278749139.734","214047795659.045","228638668727.291","248513617677.287","262628865879.697","275696879834.966","291459995978.893","309385622601.348","320860317562.562","341273289534.466","361731070995.726","363074545072.389","344943149590.058","368954169748.818","358679533984.718","381043026173.935","406863396487.342","",
"Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD","475650000","503300000","532450000","553500000","591100000","651050000","692150000","750950000","815450000","844400000","904400000","958450000","1030645362.09587","1128299435.85028","1243000000","1330050000","1589300000","1900700000","2393650000","2778900000","3184400000","3501800000","3619500000","3840550000","4029900000","4328300000","4706100000","5024800000","4892660944.20601","4375896551.72414","3734460116.73152","3699381195.10223","4122846905.18198","4190773622.25871","4105686899.43868","4672346193.95203","4798834459.45946","5569178707.22433","6163707533.23486","6394090592.33449","7186638029.05875","7651162302.3456","7858255412.86038","8230391346.67228","8869299234.3377","9757012696.56212","10917477066.1429","12361257680.5627","13881731875.7466","14587496229.1811","15839344591.9842","17710275685.4074","18528554397.5695","18499729214.904","19756533971.8698","20979791685.416","21717604952.1835","23136247990.5977","24067750760.499","24882225741.8119","23352232483.755","28144331506.6149","31426041806.7985","34355805527.9795","37093565854.0437","",
"Heavily indebted poor countries (HIPC)","HPC","GDP (current US$)","NY.GDP.MKTP.CD","21923722127.7421","22627709232.3967","24599541748.7032","28893534515.8878","26878565172.4836","30407034659.8231","32971073893.3354","32488675063.8719","34994461970.3176","38503260469.205","37181536760.1301","40099504488.5172","44564788726.1754","54553562932.0589","64257354956.9311","72350863415.605","77585497906.31","89885368488.9937","104622112017.926","114929806433.132","127259629229.981","127910339912.96","129278372851.55","128221978068.544","130635964994.735","137196640367.637","126219299823.029","134509036368.907","141558264239.368","144132297739.582","165447183504.805","180013449210.469","136844691209.855","142051421908.725","121514084285.896","141395905527.677","154688747451.045","161933433655.464","167620980707.499","168431404824.197","181929508086.709","175879852361.522","190891346466.399","216610034974.425","249571115303.196","288591119560.47","338993250532.89","404372280163.214","481623936903.302","475213799056.474","518754130151.746","573517854715.366","595155344078.424","667314194885.704","705465847008.08","674606540074.897","677200621773.188","735068264238.844","790373898773.381","811372254522.343","816029422839.446","924417463438.7","1002501492801.3","1060316071770.29","1145111349262.57","",
"Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25650213279.6781","18760386774.7973","10621169290.9986","11259647874.4986","15062911616.8222","22772394546.6058","24150978346.5253","24175764812.1218","25890228429.7214","23777026779.3004","22134411297.473","23066883849.6467","26757722428.6781","35245317001.8224","41836292157.3335","45013119281.806","49583544860.0759","59290621398.1561","68472854617.2831","62315996674.7984","58975205417.3439","62889007657.3899","57548115904.416","59846265181.8502","59606934500.9957","50998893384.8289","52650714171.8617","56182782585.9052","61667925219.0755","61466721186.3116","57959843541.3699","69002365163.3368","71196498671.1145","85624153964.0987","92983810328.9088","",
"Haiti","HTI","GDP (current US$)","NY.GDP.MKTP.CD","273187200","271066000","281896800","294883400","325281200","353251800","368948600","369124200","367968800","391820400","331200000","362800000","371998958.402916","466798973.042259","565399321.520814","681400000","879000000","947000000","974200000","1080600000","1383800000","1479400000","1474200000","1623600000","1816200000","2009400000","2318000000","2047200000","2613926800","2736243800","3096289800","3473562627.79423","2257129791.61575","1878253767.31305","2167569046.11837","2813313278.81082","2907517603.76719","3338949151.59927","3723903723.63772","4153725883.84082","6813566098.8675","6331970324.31022","6205847213.6351","5071947798.27263","6087360684.2969","7030149730.33692","7638739122.67242","9228637767.69009","10432962634.8748","11597002834.7786","11859312725.1448","13008746038.8867","13708925477.1304","14902488604.2421","15146883497.6331","14849629308.6025","14069277526.2278","15093357161.1498","16403864617.8458","15016090929.5125","14508222518.3018","20944387975.7051","20253551920.5516","19850585722.3241","25224154990.7946","",
"Hungary","HUN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","4886222554.66355","5429812386.53195","5780929202.60333","6291568220.79393","7379313742.13684","9138292402.1882","10016338178.9993","11420392514.6172","13235612078.8396","14783674054.829","17286744153.707","19959731324.801","23116977148.0216","23705883891.9445","24141667188.0517","21910365258.2514","21242726264.4854","21510643750.177","24778163812.0131","27232016527.4237","29799838597.4079","30422508937.567","34478360678.756","34867307352.646","38857339124.9084","40256233360.3817","43307949890.4603","46577614588.9926","46833767123.6915","47398564799.2496","48784412623.5939","49160204397.4635","47275954428.9586","53800068065.7969","67636468625.0428","85190469121.074","104015363080.271","113098237570.929","115604111412.139","140123326896.329","158228265915.534","130807441076.16","131898737241.166","141712804953.868","128470269689.958","135646053778.582","141128696412.321","125244126623.289","128983560865.293","143335098991.862","161184691013.835","164936682033.992","158468487754.196","183282685440.486","177002580544.155","213240316634.648","222722738925.641","",
"IBRD only","IBD","GDP (current US$)","NY.GDP.MKTP.CD","306260916224.712","310008507775.548","313911312589.732","346365706999.345","392563890164.367","430308877039.07","444621188183.63","457223530082.169","484483207487.718","540875486626.981","588894280439.547","641994176451.047","723737238264.992","938397748328.34","1187466392277.16","1282306066097.57","1391936145591.35","1577372875197.41","1743913597446.91","2037399467560.41","2418911812099.91","2598578073247.17","2560513941781.92","2529265948626.51","2619007608002.49","2719865250358.77","2823853100366.43","2909861543470.51","3110722136868.06","3241152169495.25","3645927216629.92","3533597986123.43","3691700835593.46","3930672941449.47","4336867904120.83","4987838644607.98","5443873901964.14","5775060777836.65","5550058275544.08","5408483629656","5886134597366.62","5971610298683.89","6065783594228.73","6814152968102.59","8117388576252.83","9694745482584.87","11501210367684.3","14287515549914.4","17144385222961.7","16643733351017.5","20236974559592.9","23952863037040.9","25459767024749.6","26784320183315.7","27548963986382.7","25937609442668.8","26133021093477.3","28848700119389","30736778363828.6","31377057597389.8","30204027280204.5","35879316080995.1","37943329554311.5","39248258733753.5","40930410371533.4","",
"IDA & IBRD total","IBT","GDP (current US$)","NY.GDP.MKTP.CD","351708158290.606","358253053925.797","366133037974.696","404104501315.208","448836478412.074","493478093673.738","513160475036.631","526613635749.554","558019700222.486","623469617380.313","680890196523.979","734108845764.421","821457008938.04","1049797281267.43","1334586899751.04","1457921892242.49","1574304877596.89","1774626528580.61","1967805991725.01","2293033708911.62","2724029176548.07","3048463181129.28","2987463443946","2891343906447.49","2954421504962.87","3065625561562.28","3129827307260.4","3226370262089.06","3443662446583.46","3575944874123.27","4023618951995.47","3940581945912.37","4055225988619","4312830690301.87","4732703784532.01","5468651089214.26","5998025558914.09","6355345864750.12","6153791476491.9","5860973878548.43","6405155340977.74","6484814497363.37","6618829141640.94","7438042806499.1","8846940320931.56","10543932972658.9","12515819352845.9","15478384977817.9","18563872439706.4","18027421083675.3","21835069166669.5","25757259583860.6","27363548308329.9","28855638007106.6","29778753140210.5","28103757036548","28286257999424.7","31117686702333.8","33147599934551.5","34078219798939.1","32822847991827.3","38741335342414.8","41018485584725.7","42176516066439.1","43823204664493.9","",
"IDA total","IDA","GDP (current US$)","NY.GDP.MKTP.CD","43419063136.1966","45877820663.8057","49352987755.1789","54556943164.6908","53949854635.3435","60415096598.9344","65247708355.2412","66154805083.0784","70107106201.2938","78701759386.4859","87493635541.9477","88539617604.3463","94690827263.557","109974660345.756","144311257153.775","169844078911.041","177485554718.228","193294226206.532","218539555256.636","250376887783.225","298604001457.119","423178214761.94","403272271570.135","348319967701.646","327545489759.251","338015025891.064","306447561121.803","316801281131.625","334041718237.196","335572228828.562","378601687959.443","408935889526.722","364500462510.176","383117739730.701","396481708931.757","481964529219.024","555977844458.206","582075639918.492","606351843937.964","452393909716.814","519433841269.806","513449125832.416","553708425098.702","624668567081.956","730301246172.363","849793999607.051","1015422269205.85","1190972724268.38","1419487216744.68","1383687732657.72","1598094607076.63","1804396546819.71","1903781283580.33","2071317823790.95","2229789153827.81","2166147593879.17","2153236905947.39","2268986582944.81","2410821570722.89","2701162201549.27","2618820711622.81","2862019261419.67","3075156030414.18","2928257332685.53","2892794292960.5","",
